"","fips","state","county","year","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude"
"217",6085,"CA","Santa Clara County",2010,"14.0%",243570,"130.0%","SNAP","185.0%","Other Nutrition Program","34.0%","14.6%","51.3%","NA","20.8%","86480","45%","55%","$2.77","$116,133,950","1",37.2314656159,-121.694370762
"218",6087,"CA","Santa Cruz County",2010,"15.9%",40830,"130.0%","SNAP","185.0%","Other Nutrition Program","44.0%","19.1%","36.9%","NA","24.4%","13240","58%","43%","$2.92","$20,521,910","1",37.0562738337,-122.001503233
"219",6089,"CA","Shasta County",2010,"20.5%",36330,"130.0%","SNAP","185.0%","Other Nutrition Program","49.2%","15.8%","34.9%","NA","29.0%","11470","68%","32%","$2.46","$15,383,530","1",40.7638035968,-122.040258069
"220",6091,"CA","Sierra County",2010,"18.9%",640,"130.0%","SNAP","185.0%","Other Nutrition Program","33.4%","5.9%","60.8%","NA","27.7%","160","39%","62%","$2.55","$280,920","1",39.5802326921,-120.5158689
"221",6093,"CA","Siskiyou County",2010,"21.8%",9750,"130.0%","SNAP","185.0%","Other Nutrition Program","51.4%","20.2%","28.4%","NA","30.5%","2730","70%","31%","$2.93","$4,917,310","1",41.5927766918,-122.540597429
"222",6095,"CA","Solano County",2010,"16.8%",69040,"130.0%","SNAP","185.0%","Other Nutrition Program","35.2%","12.5%","52.3%","NA","21.3%","21760","57%","43%","$2.47","$29,353,060","1",38.2809617098,-121.925388545
"223",6097,"CA","Sonoma County",2010,"14.3%",67820,"130.0%","SNAP","185.0%","Other Nutrition Program","39.5%","17.2%","43.3%","NA","21.7%","22510","54%","47%","$2.80","$32,686,730","1",38.5285599879,-122.887483333
"224",6099,"CA","Stanislaus County",2010,"19.9%",101300,"130.0%","SNAP","185.0%","Other Nutrition Program","49.9%","22.3%","27.8%","NA","31.0%","45230","65%","35%","$2.55","$44,463,670","1",37.5596231173,-120.997728951
"225",6101,"CA","Sutter County",2010,"21.5%",20090,"130.0%","SNAP","185.0%","Other Nutrition Program","44.9%","22.9%","32.2%","NA","31.7%","8160","65%","36%","$2.32","$8,022,760","1",39.0347176537,-121.694837777
"226",6103,"CA","Tehama County",2010,"20.7%",12970,"130.0%","SNAP","185.0%","Other Nutrition Program","56.8%","23.0%","20.2%","NA","31.9%","5130","78%","23%","$2.45","$5,469,680","1",40.1257489332,-122.234030581
"227",6105,"CA","Trinity County",2010,"22.1%",3030,"130.0%","SNAP","185.0%","Other Nutrition Program","44.8%","22.2%","33.1%","NA","29.7%","680","65%","35%","$2.57","$1,340,390","1",40.6506363021,-123.112687957
"228",6107,"CA","Tulare County",2010,"20.1%",86160,"130.0%","SNAP","185.0%","Other Nutrition Program","64.6%","29.1%","6.4%","NA","34.5%","47730","77%","24%","$2.44","$36,186,880","1",36.2204314354,-118.800475359
"229",6109,"CA","Tuolumne County",2010,"18.0%",10110,"130.0%","SNAP","185.0%","Other Nutrition Program","35.7%","17.6%","46.7%","NA","24.4%","2400","66%","34%","$3.08","$5,359,910","1",38.0277827472,-119.954608354
"230",6111,"CA","Ventura County",2010,"13.3%",107490,"130.0%","SNAP","185.0%","Other Nutrition Program","38.1%","20.5%","41.4%","NA","22.2%","46550","52%","48%","$2.79","$51,621,180","1",34.4716370318,-119.078252096
"231",6113,"CA","Yolo County",2010,"17.5%",34420,"130.0%","SNAP","185.0%","Other Nutrition Program","49.1%","16.8%","34.1%","NA","25.1%","11100","59%","42%","$2.60","$15,404,220","1",38.6870109765,-121.901509517
"232",6115,"CA","Yuba County",2010,"22.8%",16220,"130.0%","SNAP","185.0%","Other Nutrition Program","53.9%","20.4%","25.7%","NA","33.7%","6760","74%","26%","$2.26","$6,309,790","1",39.269286796,-121.35122881
"233",6001,"CA","Alameda County",2011,"16.2%",241860,"130%","SNAP","185%","Other Nutrition Program","39.5%","17.9%","42.6%","NA","20.0%","67780","57%","43%","$3.02","$119,078,060.00","1",37.6448737628,-121.882288836
"234",6003,"CA","Alpine County",2011,"16.2%",190,"130%","SNAP","185%","Other Nutrition Program","44.1%","19.6%","36.3%","NA","23.2%","70","52%","48%","$3.01","$93,240.00","1",38.5979709975,-119.820210752
"235",6005,"CA","Amador County",2011,"13.9%",5320,"130%","SNAP","185%","Other Nutrition Program","30.8%","19.1%","50.2%","NA","22.3%","1440","58%","43%","$3.41","$2,957,510.00","1",38.4461173773,-120.65157196
"236",6007,"CA","Butte County",2011,"18.4%",40400,"130%","SNAP","185%","Other Nutrition Program","56.4%","22.8%","20.8%","NA","27.7%","12790","77%","23%","$2.78","$18,309,940.00","1",39.6670113073,-121.600718282
"237",6009,"CA","Calaveras County",2011,"14.6%",6680,"130%","SNAP","185%","Other Nutrition Program","29.9%","21.3%","48.8%","NA","21.4%","1930","48%","52%","$3.60","$3,920,480.00","1",38.2050147927,-120.553756737
"238",6011,"CA","Colusa County",2011,"19.8%",4210,"130%","SNAP","185%","Other Nutrition Program","52.7%","19.9%","27.4%","NA","33.3%","2120","79%","21%","$3.99","$2,738,520.00","1",39.1775362451,-122.237100273
"239",6013,"CA","Contra Costa County",2011,"13.8%",143070,"130%","SNAP","185%","Other Nutrition Program","36.1%","15.8%","48.1%","NA","19.1%","49440","53%","47%","$2.98","$69,506,530.00","1",37.9155346665,-121.927176832
"240",6015,"CA","Del Norte County",2011,"18.6%",5300,"130%","SNAP","185%","Other Nutrition Program","52.5%","22.0%","25.6%","NA","29.6%","1880","85%","16%","$2.88","$2,488,450.00","1",41.7434380162,-123.896950371
"241",6017,"CA","El Dorado County",2011,"13.1%",23520,"130%","SNAP","185%","Other Nutrition Program","30.7%","16.8%","52.5%","NA","20.0%","8290","50%","50%","$3.70","$14,187,300.00","1",38.7787541226,-120.525262109
"242",6019,"CA","Fresno County",2011,"20.8%",191450,"130%","SNAP","185%","Other Nutrition Program","63.9%","16.4%","19.6%","NA","33.7%","93010","79%","21%","$2.55","$79,589,600.00","1",36.7583709705,-119.651022678
"243",6021,"CA","Glenn County",2011,"18.1%",5080,"130%","SNAP","185%","Other Nutrition Program","57.6%","20.3%","22.0%","NA","29.7%","2350","76%","24%","$2.62","$2,169,830.00","1",39.5983656482,-122.392092433
"244",6023,"CA","Humboldt County",2011,"17.1%",22900,"130%","SNAP","185%","Other Nutrition Program","55.3%","26.6%","18.1%","NA","24.9%","6710","74%","26%","$2.69","$10,042,650.00","1",40.6986310325,-123.873713677
"245",6025,"CA","Imperial County",2011,"27.8%",47690,"130%","SNAP","185%","Other Nutrition Program","57.7%","14.7%","27.7%","NA","43.6%","21940","79%","21%","$2.28","$17,726,500.00","1",33.0396666316,-115.365267034
"246",6027,"CA","Inyo County",2011,"13.9%",2560,"130%","SNAP","185%","Other Nutrition Program","44.0%","20.9%","35.0%","NA","23.0%","920","57%","43%","$2.71","$1,131,020.00","1",36.5112075686,-117.410731439
"247",6029,"CA","Kern County",2011,"18.9%",156810,"130%","SNAP","185%","Other Nutrition Program","61.9%","17.2%","20.9%","NA","31.0%","78210","78%","22%","$2.62","$66,978,560.00","1",35.3428386484,-118.729938045
"248",6031,"CA","Kings County",2011,"19.9%",30360,"130%","SNAP","185%","Other Nutrition Program","51.3%","20.1%","28.6%","NA","32.0%","13540","77%","23%","$2.58","$12,769,750.00","1",36.075306112,-119.815547843
"249",6033,"CA","Lake County",2011,"20.2%",12990,"130%","SNAP","185%","Other Nutrition Program","57.8%","19.3%","22.9%","NA","32.7%","4530","76%","24%","$3.22","$6,819,080.00","1",39.0996074075,-122.753384296
"250",6035,"CA","Lassen County",2011,"17.4%",6080,"130%","SNAP","185%","Other Nutrition Program","31.2%","10.3%","58.5%","NA","23.2%","1410","56%","44%","$2.97","$2,943,880.00","1",40.6735197906,-120.594276729
"251",6037,"CA","Los Angeles County",2011,"17.9%",1749600,"130%","SNAP","185%","Other Nutrition Program","54.2%","19.6%","26.2%","NA","26.8%","650480","70%","30%","$2.86","$815,765,960.00","1",34.3615935047,-118.216981811
"252",6039,"CA","Madera County",2011,"18.2%",27230,"130%","SNAP","185%","Other Nutrition Program","59.5%","19.3%","21.3%","NA","32.2%","13750","81%","19%","$3.29","$14,605,090.00","1",37.21816377,-119.762685404
"253",6041,"CA","Marin County",2011,"11.5%",28770,"130%","SNAP","185%","Other Nutrition Program","30.6%","14.0%","55.4%","NA","15.8%","8200","42%","58%","$3.25","$15,243,480.00","1",38.0728900672,-122.71915116
"254",6043,"CA","Mariposa County",2011,"15.0%",2750,"130%","SNAP","185%","Other Nutrition Program","43.1%","28.9%","27.9%","NA","28.1%","950","67%","33%","$2.67","$1,197,030.00","1",37.5813163577,-119.906074042
"255",6045,"CA","Mendocino County",2011,"15.8%",13860,"130%","SNAP","185%","Other Nutrition Program","59.5%","23.0%","17.5%","NA","26.8%","5230","77%","23%","$3.15","$7,117,620.00","1",39.440445802,-123.391375934
"256",6047,"CA","Merced County",2011,"21.5%",54600,"130%","SNAP","185%","Other Nutrition Program","63.5%","19.1%","17.4%","NA","34.9%","28120","80%","20%","$2.71","$24,122,520.00","1",37.1928046251,-120.717925436
"257",6049,"CA","Modoc County",2011,"18.3%",1760,"130%","SNAP","185%","Other Nutrition Program","58.4%","22.3%","19.4%","NA","31.7%","670","77%","23%","$2.75","$789,050.00","1",41.5897858558,-120.725182912
"258",6051,"CA","Mono County",2011,"14.2%",1980,"130%","SNAP","185%","Other Nutrition Program","50.1%","28.0%","21.9%","NA","22.2%","660","75%","25%","$2.68","$865,090.00","1",37.9391539251,-118.886797787
"259",6053,"CA","Monterey County",2011,"16.4%",67590,"130%","SNAP","185%","Other Nutrition Program","54.9%","19.8%","25.3%","NA","28.1%","31010","74%","26%","$2.66","$29,310,610.00","1",36.2172938519,-121.23941124
"260",6055,"CA","Napa County",2011,"12.5%",16860,"130%","SNAP","185%","Other Nutrition Program","41.5%","20.4%","38.1%","NA","20.5%","6420","63%","37%","$3.25","$8,933,090.00","1",38.5076030306,-122.330530356
"261",6057,"CA","Nevada County",2011,"13.1%",12880,"130%","SNAP","185%","Other Nutrition Program","37.4%","23.4%","39.2%","NA","20.9%","4040","61%","39%","$3.90","$8,189,200.00","1",39.301273004,-120.768694433
"262",6059,"CA","Orange County",2011,"12.7%",379690,"130%","SNAP","185%","Other Nutrition Program","44.1%","18.7%","37.2%","NA","20.8%","153490","60%","41%","$2.93","$181,366,700.00","1",33.703091525,-117.761211249
"263",6061,"CA","Placer County",2011,"12.5%",43090,"130%","SNAP","185%","Other Nutrition Program","28.3%","16.4%","55.3%","NA","18.2%","15320","43%","57%","$3.15","$22,128,290.00","1",39.063936061,-120.717238332
"264",6063,"CA","Plumas County",2011,"17.6%",3560,"130%","SNAP","185%","Other Nutrition Program","42.4%","29.3%","28.3%","NA","26.9%","1000","89%","11%","$3.71","$2,153,200.00","1",40.0047236595,-120.838727612
"265",6065,"CA","Riverside County",2011,"15.7%",338010,"130%","SNAP","185%","Other Nutrition Program","49.1%","20.3%","30.6%","NA","25.6%","157800","70%","30%","$2.69","$148,232,220.00","1",33.74364051,-115.994021641
"266",6067,"CA","Sacramento County",2011,"17.3%",243470,"130%","SNAP","185%","Other Nutrition Program","47.1%","21.3%","31.6%","NA","23.8%","86390","69%","31%","$2.75","$109,153,820.00","1",38.4543841802,-121.338809393
"267",6069,"CA","San Benito County",2011,"16.0%",8790,"130%","SNAP","185%","Other Nutrition Program","43.2%","14.5%","42.3%","NA","26.8%","4330","59%","41%","$3.42","$4,900,900.00","1",36.6055494282,-121.074869757
"268",6071,"CA","San Bernardino County",2011,"16.5%",334420,"130%","SNAP","185%","Other Nutrition Program","52.7%","19.8%","27.5%","NA","26.1%","156230","71%","29%","$2.66","$145,022,260.00","1",34.8413712057,-116.178482683
"269",6073,"CA","San Diego County",2011,"15.0%",459180,"130%","SNAP","185%","Other Nutrition Program","45.8%","18.3%","35.9%","NA","22.5%","162320","63%","37%","$2.85","$213,348,010.00","1",33.03590414,-116.733115518
"270",6075,"CA","San Francisco County",2011,"16.6%",132480,"130%","SNAP","185%","Other Nutrition Program","43.0%","20.2%","36.9%","NA","18.7%","20020","58%","42%","$3.42","$73,864,740.00","1",37.7545101587,-122.442201158
"271",6077,"CA","San Joaquin County",2011,"19.5%",132640,"130%","SNAP","185%","Other Nutrition Program","49.9%","21.4%","28.7%","NA","28.9%","58170","73%","27%","$2.67","$57,735,980.00","1",37.9347888756,-121.271031094
"272",6079,"CA","San Luis Obispo County",2011,"14.1%",37800,"130%","SNAP","185%","Other Nutrition Program","44.1%","18.3%","37.5%","NA","20.3%","10290","59%","42%","$3.03","$18,672,190.00","1",35.3871699387,-120.404113779
"273",6081,"CA","San Mateo County",2011,"11.7%",83560,"130%","SNAP","185%","Other Nutrition Program","31.9%","16.5%","51.6%","NA","17.1%","27130","48%","53%","$2.98","$40,595,270.00","1",37.4222797899,-122.328717603
"274",6083,"CA","Santa Barbara County",2011,"14.0%",58820,"130%","SNAP","185%","Other Nutrition Program","54.3%","19.6%","26.1%","NA","23.2%","22480","69%","31%","$2.73","$26,178,720.00","1",34.7247642306,-120.022280302
"275",6085,"CA","Santa Clara County",2011,"13.4%",236170,"130%","SNAP","185%","Other Nutrition Program","35.5%","15.6%","48.9%","NA","19.5%","83150","50%","50%","$2.96","$113,966,500.00","1",37.2314656159,-121.694370762
"276",6087,"CA","Santa Cruz County",2011,"15.6%",40390,"130%","SNAP","185%","Other Nutrition Program","46.2%","18.4%","35.4%","NA","24.0%","13180","63%","37%","$3.10","$20,412,510.00","1",37.0562738337,-122.001503233
"277",6089,"CA","Shasta County",2011,"18.1%",32110,"130%","SNAP","185%","Other Nutrition Program","50.9%","24.1%","25.0%","NA","27.7%","11130","76%","24%","$2.67","$13,976,950.00","1",40.7638035968,-122.040258069
"278",6091,"CA","Sierra County",2011,"16.5%",540,"130%","SNAP","185%","Other Nutrition Program","43.6%","11.6%","44.8%","NA","29.2%","160","53%","47%","$2.93","$257,940.00","1",39.5802326921,-120.5158689
"279",6093,"CA","Siskiyou County",2011,"19.6%",8770,"130%","SNAP","185%","Other Nutrition Program","53.5%","25.5%","21.0%","NA","30.4%","2820","75%","25%","$3.06","$4,375,040.00","1",41.5927766918,-122.540597429
"280",6095,"CA","Solano County",2011,"15.6%",64360,"130%","SNAP","185%","Other Nutrition Program","34.3%","16.3%","49.4%","NA","20.7%","21120","54%","46%","$2.68","$28,119,760.00","1",38.2809617098,-121.925388545
"281",6097,"CA","Sonoma County",2011,"13.5%",64790,"130%","SNAP","185%","Other Nutrition Program","40.9%","19.6%","39.5%","NA","21.2%","22580","58%","42%","$2.98","$31,476,400.00","1",38.5285599879,-122.887483333
"282",6099,"CA","Stanislaus County",2011,"19.2%",98380,"130%","SNAP","185%","Other Nutrition Program","53.8%","18.7%","27.5%","NA","30.8%","45550","73%","27%","$2.71","$43,464,720.00","1",37.5596231173,-120.997728951
"283",6101,"CA","Sutter County",2011,"20.2%",19000,"130%","SNAP","185%","Other Nutrition Program","49.0%","25.7%","25.3%","NA","31.1%","8110","78%","22%","$2.60","$8,053,560.00","1",39.0347176537,-121.694837777
"284",6103,"CA","Tehama County",2011,"18.7%",11790,"130%","SNAP","185%","Other Nutrition Program","59.4%","26.8%","13.8%","NA","31.5%","5090","86%","14%","$2.75","$5,285,760.00","1",40.1257489332,-122.234030581
"285",6105,"CA","Trinity County",2011,"19.4%",2660,"130%","SNAP","185%","Other Nutrition Program","48.5%","23.7%","27.8%","NA","31.2%","790","70%","30%","$2.77","$1,201,220.00","1",40.6506363021,-123.112687957
"286",6107,"CA","Tulare County",2011,"19.8%",86420,"130%","SNAP","185%","Other Nutrition Program","70.9%","16.1%","13.0%","NA","34.5%","49160","84%","16%","$2.61","$36,771,860.00","1",36.2204314354,-118.800475359
"287",6109,"CA","Tuolumne County",2011,"15.7%",8730,"130%","SNAP","185%","Other Nutrition Program","39.9%","22.5%","37.6%","NA","25.2%","2500","71%","29%","$3.41","$4,853,210.00","1",38.0277827472,-119.954608354
"288",6111,"CA","Ventura County",2011,"12.6%",102390,"130%","SNAP","185%","Other Nutrition Program","41.0%","17.6%","41.4%","NA","21.5%","45550","57%","43%","$2.99","$49,910,220.00","1",34.4716370318,-119.078252096
"289",6113,"CA","Yolo County",2011,"17.6%",35100,"130%","SNAP","185%","Other Nutrition Program","52.3%","17.8%","29.8%","NA","24.4%","10960","65%","35%","$2.74","$15,679,000.00","1",38.6870109765,-121.901509517
"290",6115,"CA","Yuba County",2011,"21.3%",15290,"130%","SNAP","185%","Other Nutrition Program","54.3%","22.6%","23.1%","NA","33.0%","6910","78%","22%","$2.44","$6,082,160.00","1",39.269286796,-121.35122881
"291",6001,"CA","Alameda County",2012,"15.6%",235800,"130%","SNAP","185%","Other Nutrition Program","42.1%","16.3%","41.6%","NA","20.3%","69,070","57%","43%","$3.09","$127,672,000.00","1",37.6448737628,-121.882288836
"292",6003,"CA","Alpine County",2012,"15.3%",180,"130%","SNAP","185%","Other Nutrition Program","47.1%","23.5%","29.4%","NA","19.5%","50","38%","62%","$3.02","$95,000.00","1",38.5979709975,-119.820210752
"293",6005,"CA","Amador County",2012,"14.5%",5460,"130%","SNAP","185%","Other Nutrition Program","33.8%","19.2%","47.0%","NA","23.4%","1,480","60%","40%","$3.55","$3,396,000.00","1",38.4461173773,-120.65157196
"294",6007,"CA","Butte County",2012,"18.2%",40160,"130%","SNAP","185%","Other Nutrition Program","60.1%","18.5%","21.4%","NA","27.3%","12,580","75%","25%","$2.77","$19,479,000.00","1",39.6670113073,-121.600718282
"295",6009,"CA","Calaveras County",2012,"14.7%",6670,"130%","SNAP","185%","Other Nutrition Program","37.7%","20.6%","41.7%","NA","22.3%","1,950","53%","47%","$3.40","$3,971,000.00","1",38.2050147927,-120.553756737
"296",6011,"CA","Colusa County",2012,"17.6%",3760,"130%","SNAP","185%","Other Nutrition Program","59.1%","18.6%","22.3%","NA","32.5%","2,060","84%","16%","$3.97","$2,611,000.00","1",39.1775362451,-122.237100273
"297",6013,"CA","Contra Costa County",2012,"13.2%",139290,"130%","SNAP","185%","Other Nutrition Program","40.0%","15.0%","45.0%","NA","19.5%","50,760","54%","47%","$2.98","$72,662,000.00","1",37.9155346665,-121.927176832
"298",6015,"CA","Del Norte County",2012,"18.8%",5370,"130%","SNAP","185%","Other Nutrition Program","53.4%","16.1%","30.5%","NA","30.2%","1,830","79%","21%","$3.02","$2,837,000.00","1",41.7434380162,-123.896950371
"299",6017,"CA","El Dorado County",2012,"12.9%",23250,"130%","SNAP","185%","Other Nutrition Program","33.1%","16.6%","50.3%","NA","20.2%","8,240","50%","50%","$3.71","$15,119,000.00","1",38.7787541226,-120.525262109
"300",6019,"CA","Fresno County",2012,"18.9%",176000,"130%","SNAP","185%","Other Nutrition Program","72.2%","14.1%","13.7%","NA","32.3%","89,500","82%","18%","$2.58","$79,385,000.00","1",36.7583709705,-119.651022678
"301",6021,"CA","Glenn County",2012,"17.0%",4780,"130%","SNAP","185%","Other Nutrition Program","65.5%","16.7%","17.8%","NA","28.7%","2,240","80%","20%","$2.84","$2,380,000.00","1",39.5983656482,-122.392092433
"302",6023,"CA","Humboldt County",2012,"18.0%",24160,"130%","SNAP","185%","Other Nutrition Program","57.9%","20.9%","21.1%","NA","26.3%","7,070","72%","28%","$2.71","$11,447,000.00","1",40.6986310325,-123.873713677
"303",6025,"CA","Imperial County",2012,"22.7%",39340,"130%","SNAP","185%","Other Nutrition Program","65.1%","13.5%","21.4%","NA","38.8%","19,620","84%","16%","$2.40","$16,512,000.00","1",33.0396666316,-115.365267034
"304",6027,"CA","Inyo County",2012,"14.3%",2640,"130%","SNAP","185%","Other Nutrition Program","43.3%","22.6%","34.1%","NA","23.1%","900","62%","38%","$2.74","$1,269,000.00","1",36.5112075686,-117.410731439
"305",6029,"CA","Kern County",2012,"17.1%",143310,"130%","SNAP","185%","Other Nutrition Program","70.1%","14.6%","15.2%","NA","29.7%","75,340","80%","20%","$2.66","$66,715,000.00","1",35.3428386484,-118.729938045
"306",6031,"CA","Kings County",2012,"18.4%",28010,"130%","SNAP","185%","Other Nutrition Program","57.0%","17.6%","25.4%","NA","31.1%","13,100","80%","20%","$2.70","$13,232,000.00","1",36.075306112,-119.815547843
"307",6033,"CA","Lake County",2012,"19.9%",12800,"130%","SNAP","185%","Other Nutrition Program","66.0%","17.1%","16.9%","NA","32.0%","4,370","79%","21%","$3.30","$7,405,000.00","1",39.0996074075,-122.753384296
"308",6035,"CA","Lassen County",2012,"17.4%",6030,"130%","SNAP","185%","Other Nutrition Program","33.8%","9.1%","57.1%","NA","25.2%","1,440","57%","43%","$3.14","$3,314,000.00","1",40.6735197906,-120.594276729
"309",6037,"CA","Los Angeles County",2012,"16.3%",1603910,"130%","SNAP","185%","Other Nutrition Program","60.3%","17.3%","22.4%","NA","25.8%","620,090","72%","28%","$2.90","$815,943,000.00","1",34.3615935047,-118.216981811
"310",6039,"CA","Madera County",2012,"16.2%",24340,"130%","SNAP","185%","Other Nutrition Program","69.1%","18.3%","12.6%","NA","30.6%","13,100","85%","15%","$3.20","$13,635,000.00","1",37.21816377,-119.762685404
"311",6041,"CA","Marin County",2012,"11.5%",29130,"130%","SNAP","185%","Other Nutrition Program","33.7%","13.6%","52.7%","NA","17.1%","8,900","42%","58%","$3.34","$17,030,000.00","1",38.0728900672,-122.71915116
"312",6043,"CA","Mariposa County",2012,"15.3%",2780,"130%","SNAP","185%","Other Nutrition Program","44.3%","22.4%","33.3%","NA","26.7%","860","62%","38%","$2.68","$1,306,000.00","1",37.5813163577,-119.906074042
"313",6045,"CA","Mendocino County",2012,"16.2%",14150,"130%","SNAP","185%","Other Nutrition Program","64.5%","19.9%","15.6%","NA","27.5%","5,320","78%","22%","$3.23","$7,996,000.00","1",39.440445802,-123.391375934
"314",6047,"CA","Merced County",2012,"19.4%",49630,"130%","SNAP","185%","Other Nutrition Program","72.5%","17.5%","10.0%","NA","33.3%","26,840","85%","15%","$2.73","$23,706,000.00","1",37.1928046251,-120.717925436
"315",6049,"CA","Modoc County",2012,"17.5%",1670,"130%","SNAP","185%","Other Nutrition Program","62.9%","13.0%","24.1%","NA","29.6%","630","77%","23%","$2.76","$806,000.00","1",41.5897858558,-120.725182912
"316",6051,"CA","Mono County",2012,"14.3%",2030,"130%","SNAP","185%","Other Nutrition Program","48.3%","33.9%","17.8%","NA","21.7%","650","85%","15%","$2.71","$962,000.00","1",37.9391539251,-118.886797787
"317",6053,"CA","Monterey County",2012,"14.9%",61810,"130%","SNAP","185%","Other Nutrition Program","61.9%","18.0%","20.1%","NA","27.1%","30,180","75%","25%","$2.75","$29,730,000.00","1",36.2172938519,-121.23941124
"318",6055,"CA","Napa County",2012,"12.0%",16400,"130%","SNAP","185%","Other Nutrition Program","46.5%","17.9%","35.6%","NA","20.7%","6,480","64%","36%","$3.34","$9,590,000.00","1",38.5076030306,-122.330530356
"319",6057,"CA","Nevada County",2012,"13.8%",13560,"130%","SNAP","185%","Other Nutrition Program","40.9%","18.9%","40.2%","NA","22.4%","4,230","58%","42%","$3.87","$9,200,000.00","1",39.301273004,-120.768694433
"320",6059,"CA","Orange County",2012,"12.2%",369320,"130%","SNAP","185%","Other Nutrition Program","50.8%","16.4%","32.8%","NA","21.2%","156,460","61%","39%","$2.98","$192,980,000.00","1",33.703091525,-117.761211249
"321",6061,"CA","Placer County",2012,"12.7%",44630,"130%","SNAP","185%","Other Nutrition Program","33.6%","15.5%","50.9%","NA","19.7%","16,760","47%","53%","$3.11","$24,274,000.00","1",39.063936061,-120.717238332
"322",6063,"CA","Plumas County",2012,"17.5%",3480,"130%","SNAP","185%","Other Nutrition Program","48.4%","27.1%","24.5%","NA","27.2%","990","100%","0%","$3.80","$2,316,000.00","1",40.0047236595,-120.838727612
"323",6065,"CA","Riverside County",2012,"14.5%",317840,"130%","SNAP","185%","Other Nutrition Program","57.7%","19.1%","23.2%","NA","25.1%","155,220","73%","27%","$2.72","$151,309,000.00","1",33.74364051,-115.994021641
"324",6067,"CA","Sacramento County",2012,"17.1%",242750,"130%","SNAP","185%","Other Nutrition Program","52.0%","19.4%","28.6%","NA","24.5%","88,790","70%","30%","$2.75","$116,993,000.00","1",38.4543841802,-121.338809393
"325",6069,"CA","San Benito County",2012,"13.7%",7600,"130%","SNAP","185%","Other Nutrition Program","54.4%","14.8%","30.7%","NA","25.8%","4,130","68%","32%","$3.40","$4,526,000.00","1",36.6055494282,-121.074869757
"326",6071,"CA","San Bernardino County",2012,"15.3%",311620,"130%","SNAP","185%","Other Nutrition Program","61.0%","17.8%","21.2%","NA","25.8%","152,950","75%","25%","$2.66","$145,125,000.00","1",34.8413712057,-116.178482683
"327",6073,"CA","San Diego County",2012,"14.6%",451710,"130%","SNAP","185%","Other Nutrition Program","50.6%","16.5%","32.9%","NA","22.6%","163,780","64%","36%","$2.96","$234,000,000.00","1",33.03590414,-116.733115518
"328",6075,"CA","San Francisco County",2012,"16.5%",133420,"130%","SNAP","185%","Other Nutrition Program","45.7%","16.7%","37.7%","NA","19.5%","21,140","55%","45%","$3.50","$81,744,000.00","1",37.7545101587,-122.442201158
"329",6077,"CA","San Joaquin County",2012,"17.9%",123300,"130%","SNAP","185%","Other Nutrition Program","55.6%","19.7%","24.8%","NA","27.9%","56,060","74%","26%","$2.69","$58,174,000.00","1",37.9347888756,-121.271031094
"330",6079,"CA","San Luis Obispo County",2012,"14.1%",38160,"130%","SNAP","185%","Other Nutrition Program","47.4%","15.7%","36.9%","NA","21.1%","10,680","59%","41%","$3.15","$21,033,000.00","1",35.3871699387,-120.404113779
"331",6081,"CA","San Mateo County",2012,"11.4%",82060,"130%","SNAP","185%","Other Nutrition Program","36.6%","15.1%","48.3%","NA","18.0%","28,630","48%","52%","$3.09","$44,367,000.00","1",37.4222797899,-122.328717603
"332",6083,"CA","Santa Barbara County",2012,"13.5%",57020,"130%","SNAP","185%","Other Nutrition Program","60.8%","17.1%","22.0%","NA","23.3%","22,720","70%","30%","$2.84","$28,370,000.00","1",34.7247642306,-120.022280302
"333",6085,"CA","Santa Clara County",2012,"12.6%",225970,"130%","SNAP","185%","Other Nutrition Program","40.7%","14.4%","44.9%","NA","19.7%","84,710","50%","50%","$3.04","$120,148,000.00","1",37.2314656159,-121.694370762
"334",6087,"CA","Santa Cruz County",2012,"14.8%",38890,"130%","SNAP","185%","Other Nutrition Program","50.8%","14.9%","34.3%","NA","23.8%","13,100","61%","39%","$3.20","$21,785,000.00","1",37.0562738337,-122.001503233
"335",6089,"CA","Shasta County",2012,"18.1%",32180,"130%","SNAP","185%","Other Nutrition Program","53.9%","21.8%","24.4%","NA","27.8%","11,040","76%","24%","$2.65","$14,921,000.00","1",40.7638035968,-122.040258069
"336",6091,"CA","Sierra County",2012,"17.2%",540,"130%","SNAP","185%","Other Nutrition Program","48.4%","13.1%","38.6%","NA","30.2%","160","51%","49%","$2.94","$278,000.00","1",39.5802326921,-120.5158689
"337",6093,"CA","Siskiyou County",2012,"19.6%",8750,"130%","SNAP","185%","Other Nutrition Program","57.0%","24.7%","18.3%","NA","30.2%","2,770","77%","23%","$3.00","$4,599,000.00","1",41.5927766918,-122.540597429
"338",6095,"CA","Solano County",2012,"15.3%",63430,"130%","SNAP","185%","Other Nutrition Program","39.2%","15.7%","45.1%","NA","21.6%","21,840","56%","44%","$2.74","$30,402,000.00","1",38.2809617098,-121.925388545
