"","county","year","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff"
"350","Orange County",2011,6059,"CA",12.7,379690,"130%","SNAP","185%","Other Nutrition Program","44.1%","18.7%","37.2%","NA","20.8%","153490","60%","41%",2.93,"$181,366,700.00","1",33.703091525,-117.761211249,1543783.33333333,1400883.33333333,142900,0.0925833333333333,147.06,1.61,1.32
"351","Orange County",2012,6059,"CA",12.2,369320,"130%","SNAP","185%","Other Nutrition Program","50.8%","16.4%","32.8%","NA","21.2%","156,460","61%","39%",2.98,"$192,980,000.00","1",33.703091525,-117.761211249,1558466.66666667,1433516.66666667,124975,0.08025,149.05,1.63,1.35
"352","Orange County",2013,6059,"CA",11.4,349090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.9%","0.0%","25.1%","NA","20.6%","151,310","64%","36%",3.12,"$192,751,000.00","1",33.703091525,-117.761211249,1559483.33333333,1455308.33333333,104158.333333333,0.06675,151.44,1.66,1.46
"353","Orange County",2014,6059,"CA",10.9,335480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%",NA,"22.0%","NA","19.3%","141,170","63%","37%",3.21,"$190,303,000.00","1",33.703091525,-117.761211249,1565458.33333333,1478483.33333333,86975,0.0555833333333333,141.99,1.56,1.65
"354","Orange County",2015,6059,"CA",10.1,315170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%",NA,"21.2%","NA","17.9%","129,670","65%","35%",3.34,"$188,489,000.00","1",33.703091525,-117.761211249,1584300,1513066.66666667,71233.3333333333,0.0451666666666667,142,1.56,1.78
"355","Orange County",2016,6059,"CA",9.6,301650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.2%",NA,"19.8%","NA","16.3%","117,350","65%","35%",3.36,"$173,334,000.00","1",33.703091525,-117.761211249,1597425,1532708.33333333,64725,0.0404166666666667,138.97,1.52,1.84
"356","Orange County",2017,6059,"CA",9.2,290660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.0%",NA,"23.0%","NA","15.7%","112,480","61%","39%",3.44,"$170,726,000.00","1",33.703091525,-117.761211249,1605791.66666667,1549008.33333333,56791.6666666667,0.0353333333333333,136.44,1.5,1.94
"357","Orange County",2018,6059,"CA",8.5,267730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.3%",NA,"25.7%","NA","11.2%","79360","73%","28%",3.52,"$159,540,000.00","1",33.703091525,-117.761211249,1616150,1568275,47875,0.0295833333333333,136.22,1.49,2.03
"358","Orange County",2019,6059,"CA",8.3,264340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.0%",NA,"30.0%","30.0%","10.1%","70,970","73%","27%",3.51,"$158,634,000","2",33.703091525,-117.761211249,1616783.33333333,1571266.66666667,45500,0.0281666666666667,141.13,1.55,1.96
"359","Orange County",2020,6059,"CA",9.4,296470,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.8%",NA,"33.2%","33.2%","12.3%","85,990","70%","30%",3.77,"$180,052,000","2",33.703091525,-117.761211249,1566866.66666667,1426975,139891.666666667,0.0899166666666667,151.1,1.66,2.11
"360","Orange County",2021,6059,"CA",8.4,267330,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.9%",NA,NA,"35.1%","9.2%","64,460","71%","29%",3.99,"$188,547,000","2",33.703091525,-117.761211249,1560708.33333333,1467341.66666667,93366.6666666667,0.0599166666666667,216.53,2.37,1.62
"361","Placer County",2010,6061,"CA",14.5,48700,"130.0%","SNAP","185.0%","Other Nutrition Program","26.5%","12.1%","61.3%","NA","19.4%","16080","35%","65%",2.82,"$23,639,250","1",39.063936061,-120.717238332,173441.666666667,152866.666666667,20591.6666666667,0.118583333333333,146.46,1.61,1.21
"362","Placer County",2011,6061,"CA",12.5,43090,"130%","SNAP","185%","Other Nutrition Program","28.3%","16.4%","55.3%","NA","18.2%","15320","43%","57%",3.15,"$22,128,290.00","1",39.063936061,-120.717238332,173475,154308.333333333,19166.6666666667,0.110416666666667,147.06,1.61,1.54
"363","Placer County",2012,6061,"CA",12.7,44630,"130%","SNAP","185%","Other Nutrition Program","33.6%","15.5%","50.9%","NA","19.7%","16,760","47%","53%",3.11,"$24,274,000.00","1",39.063936061,-120.717238332,174533.333333333,157908.333333333,16616.6666666667,0.0951666666666667,149.05,1.63,1.48
"364","Placer County",2013,6061,"CA",13.4,47570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.5%","0.0%","47.5%","NA","20.9%","17,880","51%","49%",3.32,"$27,974,000.00","1",39.063936061,-120.717238332,175183.333333333,161500,13691.6666666667,0.0781666666666667,151.44,1.66,1.66
"365","Placer County",2014,6061,"CA",12.6,45470,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.5%",NA,"46.5%","NA","20.3%","17,310","50%","50%",3.38,"$27,126,000.00","1",39.063936061,-120.717238332,175100,164000,11116.6666666667,0.0633333333333333,141.99,1.56,1.82
"366","Placer County",2015,6061,"CA",12.3,45130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.1%",NA,"45.9%","NA","18.1%","15,450","51%","49%",3.49,"$28,281,000.00","1",39.063936061,-120.717238332,176333.333333333,167358.333333333,8983.33333333333,0.051,142,1.56,1.93
"367","Placer County",2016,6061,"CA",11.3,41990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","51.7%",NA,"48.3%","NA","15.9%","13,550","49%","51%",3.58,"$25,660,000.00","1",39.063936061,-120.717238332,179650,171566.666666667,8075,0.0448333333333333,138.97,1.52,2.06
"368","Placer County",2017,6061,"CA",10.3,38710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.2%",NA,"49.8%","NA","14.9%","12,680","43%","57%",3.67,"$24,227,000.00","1",39.063936061,-120.717238332,181233.333333333,174191.666666667,7050,0.0389166666666667,136.44,1.5,2.17
"369","Placer County",2018,6061,"CA",8.3,31530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.1%",NA,"46.9%","NA","11.6%","9930","44%","57%",3.8,"$20,285,000.00","1",39.063936061,-120.717238332,185633.333333333,179691.666666667,5958.33333333333,0.0320833333333333,136.22,1.49,2.31
"370","Placer County",2019,6061,"CA",8.1,31230,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","49.1%",NA,"50.9%","50.9%","9.7%","8,360","47%","53%",3.75,"$20,044,000","2",39.063936061,-120.717238332,188975,183075,5916.66666666667,0.0313333333333333,141.13,1.55,2.2
"371","Placer County",2020,6061,"CA",8,31360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.5%",NA,"49.5%","49.5%","7.9%","6,860","53%","47%",4.08,"$20,600,000","2",39.063936061,-120.717238332,187366.666666667,173375,13958.3333333333,0.0748333333333333,151.1,1.66,2.42
"372","Placer County",2021,6061,"CA",6.9,27790,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.7%",NA,NA,"45.3%","6.3%","5,660","60%","40%",4.5,"$22,107,000","2",39.063936061,-120.717238332,189575,179950,9625,0.0508333333333333,216.53,2.37,2.13
"373","Plumas County",2010,6063,"CA",20,4090,"130.0%","SNAP","185.0%","Other Nutrition Program","41.2%","19.4%","39.4%","NA","27.7%","1030","77%","23%",3.25,"$2,288,030","1",40.0047236595,-120.838727612,9172.5,7460.83333333333,1710.83333333333,0.18775,146.46,1.61,1.64
"374","Plumas County",2011,6063,"CA",17.6,3560,"130%","SNAP","185%","Other Nutrition Program","42.4%","29.3%","28.3%","NA","26.9%","1000","89%","11%",3.71,"$2,153,200.00","1",40.0047236595,-120.838727612,8885.83333333333,7298.33333333333,1589.16666666667,0.179333333333333,147.06,1.61,2.1
"375","Plumas County",2012,6063,"CA",17.5,3480,"130%","SNAP","185%","Other Nutrition Program","48.4%","27.1%","24.5%","NA","27.2%","990","100%","0%",3.8,"$2,316,000.00","1",40.0047236595,-120.838727612,8477.5,7088.33333333333,1390.83333333333,0.164833333333333,149.05,1.63,2.17
"376","Plumas County",2013,6063,"CA",18.6,3650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.5%","0.0%","26.5%","NA","28.6%","1,020","85%","15%",3.02,"$1,952,000.00","1",40.0047236595,-120.838727612,8234.16666666667,7080,1154.16666666667,0.140916666666667,151.44,1.66,1.36
"377","Plumas County",2014,6063,"CA",18.1,3490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.5%",NA,"27.5%","NA","29.3%","980","78%","23%",3.1,"$1,909,000.00","1",40.0047236595,-120.838727612,8087.5,7145.83333333333,944.166666666667,0.117666666666667,141.99,1.56,1.54
"378","Plumas County",2015,6063,"CA",17.6,3340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%",NA,"29.4%","NA","25.8%","830","71%","29%",3.2,"$1,915,000.00","1",40.0047236595,-120.838727612,7890.83333333333,7077.5,815.833333333333,0.104166666666667,142,1.56,1.64
"379","Plumas County",2016,6063,"CA",16.1,3020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","22.6%","700","67%","33%",3.26,"$1,682,000.00","1",40.0047236595,-120.838727612,7850.83333333333,7085,765,0.0985,138.97,1.52,1.74
"380","Plumas County",2017,6063,"CA",15.5,2910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.0%",NA,"37.0%","NA","21.3%","650","59%","41%",3.36,"$1,667,000.00","1",40.0047236595,-120.838727612,7764.16666666667,7070,695,0.0904166666666667,136.44,1.5,1.86
"381","Plumas County",2018,6063,"CA",13.6,2540,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.0%",NA,"32.0%","NA","20.3%","620","64%","37%",3.48,"$1,496,000.00","1",40.0047236595,-120.838727612,7814.16666666667,7222.5,593.333333333333,0.0768333333333333,136.22,1.49,1.99
"382","Plumas County",2019,6063,"CA",13.4,2500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.2%",NA,"38.8%","38.8%","17.2%","540","58%","42%",3.43,"$1,465,000","2",40.0047236595,-120.838727612,7892.5,7281.66666666667,611.666666666667,0.0784166666666667,141.13,1.55,1.88
"383","Plumas County",2020,6063,"CA",13.1,2470,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%",NA,"34.2%","34.2%","15.7%","500","62%","39%",3.8,"$1,510,000","2",40.0047236595,-120.838727612,7643.33333333333,6799.16666666667,844.166666666667,0.110583333333333,151.1,1.66,2.14
"384","Plumas County",2021,6063,"CA",12.1,2370,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.0%",NA,NA,"23.0%","15.9%","540","65%","35%",4.21,"$1,763,000","2",40.0047236595,-120.838727612,7481.66666666667,6775,705.833333333333,0.0946666666666667,216.53,2.37,1.84
"385","Riverside County",2010,6065,"CA",17.4,367720,"130.0%","SNAP","185.0%","Other Nutrition Program","44.9%","24.1%","31.0%","NA","26.9%","161640","64%","36%",2.49,"$157,605,810","1",33.74364051,-115.994021641,977775,839141.666666667,138633.333333333,0.141916666666667,146.46,1.61,0.88
"386","Riverside County",2011,6065,"CA",15.7,338010,"130%","SNAP","185%","Other Nutrition Program","49.1%","20.3%","30.6%","NA","25.6%","157800","70%","30%",2.69,"$148,232,220.00","1",33.74364051,-115.994021641,977300,846300,131008.333333333,0.134,147.06,1.61,1.08
"387","Riverside County",2012,6065,"CA",14.5,317840,"130%","SNAP","185%","Other Nutrition Program","57.7%","19.1%","23.2%","NA","25.1%","155,220","73%","27%",2.72,"$151,309,000.00","1",33.74364051,-115.994021641,985241.666666667,868741.666666667,116500,0.118166666666667,149.05,1.63,1.09
"388","Riverside County",2013,6065,"CA",12.7,282920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.9%","0.0%","12.1%","NA","24.1%","148,520","76%","25%",2.84,"$142,290,000.00","1",33.74364051,-115.994021641,993025,893458.333333333,99558.3333333333,0.100166666666667,151.44,1.66,1.18
"389","Riverside County",2014,6065,"CA",11.6,262830,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.5%",NA,"6.5%","NA","21.8%","134,270","73%","27%",2.92,"$135,683,000.00","1",33.74364051,-115.994021641,1009158.33333333,925466.666666667,83700,0.083,141.99,1.56,1.36
"390","Riverside County",2015,6065,"CA",10,229150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.4%",NA,"3.6%","NA","19.8%","121,670","73%","27%",3.03,"$124,545,000.00","1",33.74364051,-115.994021641,1033458.33333333,963825,69641.6666666667,0.0673333333333333,142,1.56,1.47
"391","Riverside County",2016,6065,"CA",9.8,227020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.0%","116,550","72%","28%",2.99,"$116,123,000.00","1",33.74364051,-115.994021641,1051608.33333333,987183.333333333,64425,0.0613333333333333,138.97,1.52,1.47
"392","Riverside County",2017,6065,"CA",9.4,221660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.3%",NA,"5.7%","NA","17.7%","108,560","69%","31%",3.07,"$116,261,000.00","1",33.74364051,-115.994021641,1070866.66666667,1014225,56650,0.0529166666666667,136.44,1.5,1.57
"393","Riverside County",2018,6065,"CA",10,237800,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%",NA,"8.2%","NA","14.6%","89410","73%","27%",3.15,"$126,963,000.00","1",33.74364051,-115.994021641,1090133.33333333,1041683.33333333,48458.3333333333,0.0443333333333333,136.22,1.49,1.66
"394","Riverside County",2019,6065,"CA",9,216050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.0%",NA,"12.0%","12.0%","13.6%","83,430","71%","29%",3.17,"$117,000,000","2",33.74364051,-115.994021641,1108108.33333333,1061441.66666667,46641.6666666667,0.04225,141.13,1.55,1.62
"395","Riverside County",2020,6065,"CA",9.7,237110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.6%",NA,"20.4%","20.4%","16.3%","99,900","72%","28%",3.41,"$130,098,000","2",33.74364051,-115.994021641,1121066.66666667,1008033.33333333,113025,0.101,151.1,1.66,1.75
"396","Riverside County",2021,6065,"CA",8.5,205890,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.0%",NA,NA,"22.0%","12.4%","75,180","70%","30%",3.63,"$131,993,000","2",33.74364051,-115.994021641,1133041.66666667,1050058.33333333,82983.3333333333,0.0734166666666667,216.53,2.37,1.26
"397","Sacramento County",2010,6067,"CA",18,251060,"130.0%","SNAP","185.0%","Other Nutrition Program","45.8%","16.1%","38.2%","NA","24.2%","86220","68%","32%",2.51,"$108,469,310","1",38.4543841802,-121.338809393,683833.333333333,595483.333333333,88358.3333333333,0.129083333333333,146.46,1.61,0.9
"398","Sacramento County",2011,6067,"CA",17.3,243470,"130%","SNAP","185%","Other Nutrition Program","47.1%","21.3%","31.6%","NA","23.8%","86390","69%","31%",2.75,"$109,153,820.00","1",38.4543841802,-121.338809393,679000,595333.333333333,83683.3333333333,0.12325,147.06,1.61,1.14
"399","Sacramento County",2012,6067,"CA",17.1,242750,"130%","SNAP","185%","Other Nutrition Program","52.0%","19.4%","28.6%","NA","24.5%","88,790","70%","30%",2.75,"$116,993,000.00","1",38.4543841802,-121.338809393,679866.666666667,607258.333333333,72608.3333333333,0.106833333333333,149.05,1.63,1.12
"400","Sacramento County",2013,6067,"CA",17.1,245480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.0%","0.0%","23.0%","NA","25.3%","91,650","72%","28%",2.92,"$126,721,000.00","1",38.4543841802,-121.338809393,677850,616883.333333333,60950,0.0899166666666667,151.44,1.66,1.26
"401","Sacramento County",2014,6067,"CA",16.7,242830,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.4%",NA,"21.6%","NA","24.4%","88,290","70%","30%",2.98,"$127,577,000.00","1",38.4543841802,-121.338809393,677700,627616.666666667,50075,0.0738333333333333,141.99,1.56,1.42
"402","Sacramento County",2015,6067,"CA",16.3,238760,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.1%",NA,"21.9%","NA","22.3%","80,290","73%","27%",3.09,"$132,104,000.00","1",38.4543841802,-121.338809393,684583.333333333,643291.666666667,41275,0.0603333333333333,142,1.56,1.53
"403","Sacramento County",2016,6067,"CA",15.6,230210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.3%",NA,"22.7%","NA","20.8%","75,010","71%","29%",3.12,"$122,589,000.00","1",38.4543841802,-121.338809393,693958.333333333,656366.666666667,37625,0.0543333333333333,138.97,1.52,1.6
"404","Sacramento County",2017,6067,"CA",14.4,215570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.2%",NA,"23.8%","NA","19.3%","69,800","70%","31%",3.23,"$118,955,000.00","1",38.4543841802,-121.338809393,696458.333333333,663733.333333333,32725,0.047,136.44,1.5,1.73
"405","Sacramento County",2018,6067,"CA",11.9,179860,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","NA","16.9%","61440","66%","34%",3.33,"$101,338,000.00","1",38.4543841802,-121.338809393,704233.333333333,676891.666666667,27325,0.0388333333333333,136.22,1.49,1.84
"406","Sacramento County",2019,6067,"CA",11,168410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.6%",NA,"28.4%","28.4%","15.7%","57,060","66%","34%",3.28,"$94,463,000","2",38.4543841802,-121.338809393,711750,685308.333333333,26433.3333333333,0.0370833333333333,141.13,1.55,1.73
"407","Sacramento County",2020,6067,"CA",11.7,179280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.0%",NA,"28.0%","28.0%","17.3%","63,100","70%","30%",3.57,"$102,961,000","2",38.4543841802,-121.338809393,712191.666666667,644825,67366.6666666667,0.0946666666666667,151.1,1.66,1.91
"408","Sacramento County",2021,6067,"CA",10.1,159180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.0%",NA,NA,"28.0%","14.3%","53,200","72%","28%",3.93,"$110,626,000","2",38.4543841802,-121.338809393,719716.666666667,669866.666666667,49875,0.06925,216.53,2.37,1.56
"409","San Benito County",2010,6069,"CA",17.7,9650,"130.0%","SNAP","185.0%","Other Nutrition Program","39.8%","23.1%","37.1%","NA","28.1%","4530","51%","49%",3.12,"$5,182,480","1",36.6055494282,-121.074869757,27958.3333333333,23608.3333333333,4333.33333333333,0.154833333333333,146.46,1.61,1.51
"410","San Benito County",2011,6069,"CA",16,8790,"130%","SNAP","185%","Other Nutrition Program","43.2%","14.5%","42.3%","NA","26.8%","4330","59%","41%",3.42,"$4,900,900.00","1",36.6055494282,-121.074869757,28250,24075,4158.33333333333,0.14775,147.06,1.61,1.81
"411","San Benito County",2012,6069,"CA",13.7,7600,"130%","SNAP","185%","Other Nutrition Program","54.4%","14.8%","30.7%","NA","25.8%","4,130","68%","32%",3.4,"$4,526,000.00","1",36.6055494282,-121.074869757,28625,24833.3333333333,3791.66666666667,0.132583333333333,149.05,1.63,1.77
"412","San Benito County",2013,6069,"CA",10.5,5900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.9%","0.0%","15.1%","NA","23.0%","3,630","69%","31%",3.57,"$3,733,000.00","1",36.6055494282,-121.074869757,28808.3333333333,25566.6666666667,3250,0.112416666666667,151.44,1.66,1.91
"413","San Benito County",2014,6069,"CA",9,5100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.2%",NA,"7.8%","NA","20.1%","3,180","67%","33%",3.9,"$3,509,000.00","1",36.6055494282,-121.074869757,29125,26366.6666666667,2750,0.0944166666666667,141.99,1.56,2.34
"414","San Benito County",2015,6069,"CA",6.1,3530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","17.6%","2,780","67%","33%",4.09,"$2,590,000.00","1",36.6055494282,-121.074869757,29750,27483.3333333333,2266.66666666667,0.0760833333333333,142,1.56,2.53
"415","San Benito County",2016,6069,"CA",5.9,3450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","16.7%","2,630","68%","33%",4.22,"$2,490,000.00","1",36.6055494282,-121.074869757,30450,28383.3333333333,2033.33333333333,0.067,138.97,1.52,2.7
"416","San Benito County",2017,6069,"CA",5.6,3280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","15.7%","2,450","64%","36%",4.22,"$2,360,000.00","1",36.6055494282,-121.074869757,30591.6666666667,28808.3333333333,1775,0.0580833333333333,136.44,1.5,2.72
"417","San Benito County",2018,6069,"CA",7.5,4480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.2%",NA,"8.8%","NA","11.7%","1820","79%","21%",4.4,"$3,336,000.00","1",36.6055494282,-121.074869757,31200,29616.6666666667,1591.66666666667,0.0508333333333333,136.22,1.49,2.91
"418","San Benito County",2019,6069,"CA",7,4220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.9%",NA,"10.1%","10.1%","10.6%","1,660","81%","19%",4.43,"$3,196,000","2",36.6055494282,-121.074869757,32325,30708.3333333333,1616.66666666667,0.0498333333333333,141.13,1.55,2.88
"419","San Benito County",2020,6069,"CA",8.3,5100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.2%",NA,"27.8%","27.8%","14.5%","2,300","71%","29%",4.48,"$3,677,000","2",36.6055494282,-121.074869757,32608.3333333333,29400,3225,0.0986666666666667,151.1,1.66,2.82
"420","San Benito County",2021,6069,"CA",7.1,4520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.6%",NA,NA,"34.4%","9.9%","1,620","66%","34%",4.64,"$3,702,000","2",36.6055494282,-121.074869757,31833.3333333333,29500,2316.66666666667,0.0729166666666667,216.53,2.37,2.27
"421","San Bernardino County",2010,6071,"CA",17.6,352840,"130.0%","SNAP","185.0%","Other Nutrition Program","48.6%","23.5%","27.8%","NA","27.0%","158880","67%","33%",2.45,"$148,798,840","1",34.8413712057,-116.178482683,891416.666666667,767933.333333333,123483.333333333,0.138583333333333,146.46,1.61,0.84
"422","San Bernardino County",2011,6071,"CA",16.5,334420,"130%","SNAP","185%","Other Nutrition Program","52.7%","19.8%","27.5%","NA","26.1%","156230","71%","29%",2.66,"$145,022,260.00","1",34.8413712057,-116.178482683,887333.333333333,771116.666666667,116233.333333333,0.130833333333333,147.06,1.61,1.05
"423","San Bernardino County",2012,6071,"CA",15.3,311620,"130%","SNAP","185%","Other Nutrition Program","61.0%","17.8%","21.2%","NA","25.8%","152,950","75%","25%",2.66,"$145,125,000.00","1",34.8413712057,-116.178482683,890516.666666667,787258.333333333,103266.666666667,0.115833333333333,149.05,1.63,1.03
"424","San Bernardino County",2013,6071,"CA",13.2,272200,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.3%","0.0%","8.7%","NA","24.7%","145,320","77%","23%",2.77,"$133,318,000.00","1",34.8413712057,-116.178482683,893616.666666667,805225,88391.6666666667,0.0989166666666667,151.44,1.66,1.11
"425","San Bernardino County",2014,6071,"CA",12.2,254220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","22.5%","131,290","74%","26%",2.85,"$127,873,000.00","1",34.8413712057,-116.178482683,903641.666666667,830458.333333333,73175,0.0809166666666667,141.99,1.56,1.29
"426","San Bernardino County",2015,6071,"CA",10.6,221360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","20.7%","119,720","74%","26%",2.95,"$116,966,000.00","1",34.8413712057,-116.178482683,919316.666666667,859750,59558.3333333333,0.0649166666666667,142,1.56,1.39
"427","San Bernardino County",2016,6071,"CA",10.4,218610,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.9%","114,520","73%","28%",2.95,"$110,212,000.00","1",34.8413712057,-116.178482683,930241.666666667,876383.333333333,53866.6666666667,0.0578333333333333,138.97,1.52,1.43
"428","San Bernardino County",2017,6071,"CA",10.1,214580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","18.7%","107,180","69%","31%",3.01,"$110,186,000.00","1",34.8413712057,-116.178482683,942041.666666667,895258.333333333,46800,0.0495833333333333,136.44,1.5,1.51
"429","San Bernardino County",2018,6071,"CA",10.7,229400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.4%",NA,"6.6%","NA","15.5%","88710","74%","26%",3.1,"$120,508,000.00","1",34.8413712057,-116.178482683,955075,915841.666666667,39250,0.0410833333333333,136.22,1.49,1.61
"430","San Bernardino County",2019,6071,"CA",9.6,206710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.5%",NA,"10.5%","10.5%","14.9%","85,080","72%","28%",3.12,"$110,278,000","2",34.8413712057,-116.178482683,967125,929766.666666667,37358.3333333333,0.0386666666666667,141.13,1.55,1.57
"431","San Bernardino County",2020,6071,"CA",10.6,228340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.9%",NA,"19.1%","19.1%","18.3%","104,370","75%","25%",3.34,"$122,692,000","2",34.8413712057,-116.178482683,974725,880883.333333333,93825,0.0965833333333333,151.1,1.66,1.68
"432","San Bernardino County",2021,6071,"CA",9.7,210470,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.2%",NA,NA,"21.8%","14.7%","84,090","71%","29%",3.51,"$130,502,000","2",34.8413712057,-116.178482683,992241.666666667,918608.333333333,73616.6666666667,0.0744166666666667,216.53,2.37,1.14
"433","San Diego County",2010,6073,"CA",14.8,447780,"130.0%","SNAP","185.0%","Other Nutrition Program","44.1%","17.5%","38.4%","NA","22.5%","159400","60%","40%",2.68,"$206,564,230","1",33.03590414,-116.733115518,1515858.33333333,1348825,167033.333333333,0.110333333333333,146.46,1.61,1.07
"434","San Diego County",2011,6073,"CA",15,459180,"130%","SNAP","185%","Other Nutrition Program","45.8%","18.3%","35.9%","NA","22.5%","162320","63%","37%",2.85,"$213,348,010.00","1",33.03590414,-116.733115518,1521750,1361866.66666667,159883.333333333,0.105166666666667,147.06,1.61,1.24
