"","year","county","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude.x","longitude.x","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff","population","all_returns","agi","median_income","median_rank","joint_returns","joint_returns_median_income","joint_returns_median_rank","tax_assessed","latitude.y","longitude.y","new_georeferenced_column"
"347",2015,"Yolo County",6113,"CA",14.5,30040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.0%",NA,"19.0%","NA","19.8%","8,980","72%","28%",3.25,"$17,522,000.00","1",38.6870109765,-121.901509517,104158.333333333,97383.3333333333,6758.33333333333,0.0649166666666667,142,1.56,1.69,212686,82632,5801476000,40571,14,32646,85606,10,249763000,38.68382688,-121.9127421,"POINT (-121.9127421 38.68382688)"
"348",2015,"Yuba County",6115,"CA",17,12460,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","88.8%",NA,"11.2%","NA","26.2%","5,420","80%","20%",2.81,"$6,285,000.00","1",39.269286796,-121.35122881,27733.3333333333,25133.3333333333,2583.33333333333,0.0935833333333333,142,1.56,1.25,75579,25021,1146607000,32059,42,10720,54476,47,28136000,39.27129476,-121.3793557,"POINT (-121.3793557 39.27129476)"
"349",2016,"Alameda County",6001,"CA",13.4,214370,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","62.7%",NA,"37.3%","NA","15.9%","54,840","59%","41%",3.72,"$136,279,000.00","1",37.6448737628,-121.882288836,831816.666666667,796025,35791.6666666667,0.04325,138.97,1.52,2.2,1637176,784387,76173818849,52963,6,300382,115338,4,4152553919,37.72022591,-122.1643521,"POINT (-122.1643521 37.72022591)"
"350",2016,"Alpine County",6003,"CA",15.2,180,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.9%",NA,"31.1%","NA","19.0%","50","43%","57%",3.47,"$107,000.00","1",38.5979709975,-119.820210752,553.333333333333,519.166666666667,38.3333333333333,0.0656666666666667,138.97,1.52,1.95,1150,384,24094453,35765,28,153,77857,19,1105873,38.58842891,-119.7124417,"POINT (-119.7124417 38.58842891)"
"351",2016,"Amador County",6005,"CA",12.8,4710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.7%",NA,"41.3%","NA","20.3%","1,170","68%","32%",3.98,"$3,202,000.00","1",38.4461173773,-120.65157196,14525,13658.3333333333,867.5,0.0596666666666667,138.97,1.52,2.46,37181,15634,902618656,40648,20,7570,67079,30,30968557,38.47216216,-120.5741948,"POINT (-120.5741948 38.47216216)"
"352",2016,"Butte County",6007,"CA",17,38000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.0%",NA,"21.0%","NA","22.1%","10,050","73%","27%",3.17,"$20,553,000.00","1",39.6670113073,-121.600718282,101650,94925,6750,0.0664166666666667,138.97,1.52,1.65,224761,88161,4764565978,32904,43,34233,64885,32,170638094,39.59127291,-121.6728818,"POINT (-121.6728818 39.59127291)"
"353",2016,"Calaveras County",6009,"CA",13,5840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.6%",NA,"29.4%","NA","19.8%","1,590","65%","35%",4.37,"$4,364,000.00","1",38.2050147927,-120.553756737,20797.5,19615,1182.5,0.0569166666666667,138.97,1.52,2.85,44747,18909,1114522913,39343,23,9071,66412,31,40357184,38.25462698,-120.4657376,"POINT (-120.4657376 38.25462698)"
"354",2016,"Colusa County",6011,"CA",11.3,2410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.1%","1,490","83%","17%",3.07,"$1,265,000.00","1",39.1775362451,-122.237100273,10908.3333333333,9206.66666666667,1702.5,0.156333333333333,138.97,1.52,1.55,22428,9543,537337117,34256,38,4039,53811,49,23197447,39.16798125,-122.2990667,"POINT (-122.2990667 39.16798125)"
"355",2016,"Contra Costa County",6013,"CA",11.1,123170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%",NA,"36.5%","NA","15.6%","40,700","57%","43%",3.53,"$74,353,000.00","1",37.9155346665,-121.927176832,553225,528408.333333333,24808.3333333333,0.0448333333333333,138.97,1.52,2.01,1129332,491187,49389790889,51996,7,198041,107692,6,2862157733,37.98817952,-121.9371402,"POINT (-121.9371402 37.98817952)"
"356",2016,"Del Norte County",6015,"CA",16.8,4640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.9%",NA,"24.1%","NA","24.4%","1,430","80%","20%",3.37,"$2,670,000.00","1",41.7434380162,-123.896950371,9756.66666666667,9019.16666666667,736.666666666667,0.0755,138.97,1.52,1.85,26956,8705,406676592,33172,40,3562,58236,42,11236164,41.70557047,-123.8920045,"POINT (-123.8920045 41.70557047)"
"357",2016,"El Dorado County",6017,"CA",11.7,21350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.3%",NA,"40.7%","NA","17.0%","6,550","56%","45%",4.32,"$15,761,000.00","1",38.7787541226,-120.525262109,88825,84241.6666666667,4575,0.0514166666666667,138.97,1.52,2.8,184085,83673,6993392658,47741,8,39986,93858,8,331425359,38.76394197,-120.6060593,"POINT (-120.6060593 38.76394197)"
"358",2016,"Fresno County",6019,"CA",14.5,139220,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","26.2%","72,890","78%","22%",2.9,"$68,930,000.00","1",36.7583709705,-119.651022678,444733.333333333,402366.666666667,42366.6666666667,0.09525,138.97,1.52,1.38,988072,378415,20160733539,30925,51,134855,61384,38,734669396,36.81276025,-119.6826941,"POINT (-119.6826941 36.81276025)"
"359",2016,"Glenn County",6021,"CA",13.2,3700,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","22.7%","1,720","82%","18%",3.2,"$2,026,000.00","1",39.5983656482,-122.392092433,12949.1666666667,11868.3333333333,1082.5,0.0836666666666667,138.97,1.52,1.68,29084,11699,553889137,32016,47,4975,54321,48,17529234,39.59028676,-122.0780968,"POINT (-122.0780968 39.59028676)"
"360",2016,"Humboldt County",6023,"CA",17.1,23170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.6%",NA,"18.4%","NA","21.5%","5,670","81%","19%",3.11,"$12,312,000.00","1",40.6986310325,-123.873713677,62416.6666666667,59333.3333333333,3091.66666666667,0.0495,138.97,1.52,1.59,135884,52322,2683221863,32495,45,18629,64334,34,90276548,40.86148517,-123.8585124,"POINT (-123.8585124 40.86148517)"
"361",2016,"Imperial County",6025,"CA",15,26740,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","33.1%","16,990","77%","24%",2.58,"$11,799,000.00","1",33.0396666316,-115.365267034,75183.3333333333,57016.6666666667,18175,0.241833333333333,138.97,1.52,1.06,186520,67286,2836865941,25486,58,27282,41530,58,74270650,33.07729374,-114.7515356,"POINT (-114.7515356 33.07729374)"
"362",2016,"Inyo County",6027,"CA",11.7,2150,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.2%",NA,"29.8%","NA","17.5%","660","69%","31%",3.09,"$1,137,000.00","1",36.5112075686,-117.410731439,8860,8390,469.166666666667,0.0529166666666667,138.97,1.52,1.57,18658,8244,472745930,37910,25,3341,73457,22,17024468,36.63350255,-118.2559592,"POINT (-118.2559592 36.63350255)"
"363",2016,"Kern County",6029,"CA",13.6,118410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.0%","64,310","79%","22%",2.89,"$58,535,000.00","1",35.3428386484,-118.729938045,388108.333333333,347708.333333333,40416.6666666667,0.10425,138.97,1.52,1.37,887922,315126,16325004704,31326,48,120534,60426,39,542028005,35.37676773,-118.8073572,"POINT (-118.8073572 35.37676773)"
"364",2016,"Kings County",6031,"CA",13.6,20410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.5%",NA,"3.5%","NA","24.2%","10,000","81%","19%",2.98,"$10,404,000.00","1",36.075306112,-119.815547843,57166.6666666667,51441.6666666667,5691.66666666667,0.0998333333333333,138.97,1.52,1.46,149172,47542,2212706922,32500,44,18230,56519,46,63406300,36.01947119,-120.0181641,"POINT (-120.0181641 36.01947119)"
"365",2016,"Lake County",6033,"CA",17,10900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.6%",NA,"12.4%","NA","24.5%","3,200","82%","18%",3.76,"$7,001,000.00","1",39.0996074075,-122.753384296,29066.6666666667,27108.3333333333,1959.16666666667,0.0675,138.97,1.52,2.24,64712,22909,1032490658,30983,50,9047,52315,51,28776855,39.06500481,-122.6570192,"POINT (-122.6570192 39.06500481)"
"366",2016,"Lassen County",6035,"CA",15.5,4940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","48.4%",NA,"51.6%","NA","23.3%","1,220","67%","33%",3.68,"$3,104,000.00","1",40.6735197906,-120.594276729,10361.6666666667,9640.83333333333,720.833333333333,0.0695,138.97,1.52,2.16,30599,9562,524809015,42787,12,4350,72179,24,14834978,40.43255922,-120.6495591,"POINT (-120.6495591 40.43255922)"
"367",2016,"Los Angeles County",6037,"CA",11.4,1147010,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","99.0%",NA,"1.0%","NA","19.1%","439,010","72%","28%",3.32,"$649,879,000.00","1",34.3615935047,-118.216981811,5019045.83333333,4751091.66666667,267970.833333333,0.0533333333333333,138.97,1.52,1.8,10215103,4427106,322745543471,34625,35,1370633,70012,26,17444239864,34.0594833,-118.242048,"POINT (-118.242048 34.0594833)"
"368",2016,"Madera County",6039,"CA",11.4,17540,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","23.8%","10,160","84%","17%",3.79,"$11,369,000.00","1",37.21816377,-119.762685404,61050,55416.6666666667,5658.33333333333,0.09275,138.97,1.52,2.27,155518,50665,2327341127,29289,56,19913,50057,57,70894381,37.09637123,-119.8904305,"POINT (-119.8904305 37.09637123)"
"369",2016,"Marin County",6041,"CA",10.5,27240,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.6%",NA,"49.4%","NA","13.5%","7,160","51%","50%",4.32,"$20,112,000.00","1",38.0728900672,-122.71915116,139641.666666667,135041.666666667,4600,0.0328333333333333,138.97,1.52,2.8,262706,125144,21069927223,64675,1,51243,151312,1,1595256133,38.03952573,-122.7299513,"POINT (-122.7299513 38.03952573)"
"370",2016,"Mariposa County",6043,"CA",15.6,2750,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.1%",NA,"35.9%","NA","21.9%","640","65%","35%",3.03,"$1,425,000.00","1",37.5813163577,-119.906074042,7567.5,7048.33333333333,520,0.06925,138.97,1.52,1.51,18057,6564,333872956,35220,33,2925,58059,43,10194032,37.72289349,-119.9767358,"POINT (-119.9767358 37.72289349)"
"371",2016,"Mendocino County",6045,"CA",14.5,12710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.0%",NA,"11.0%","NA","21.6%","4,120","83%","17%",4,"$8,680,000.00","1",39.440445802,-123.391375934,39617.5,37520.8333333333,2095.83333333333,0.0529166666666667,138.97,1.52,2.48,88779,36751,1854619520,32418,46,14045,57457,44,65613926,39.31034149,-123.6517776,"POINT (-123.6517776 39.31034149)"
"372",2016,"Merced County",6047,"CA",13.2,35000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","25.7%","20,540","84%","16%",3.04,"$18,177,000.00","1",37.1928046251,-120.717925436,114333.333333333,102216.666666667,12133.3333333333,0.106,138.97,1.52,1.52,272286,97260,4254798383,30304,55,37699,52102,53,119009202,37.1324242,-120.7167521,"POINT (-120.7167521 37.1324242)"
"373",2016,"Modoc County",6049,"CA",15,1360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.7%",NA,"18.3%","NA","21.3%","390","95%","5%",3.13,"$728,000.00","1",41.5897858558,-120.725182912,3291.66666666667,3035,258.333333333333,0.07875,138.97,1.52,1.61,9506,2867,120096341,30809,54,1328,51529,54,3309988,41.71368177,-120.943072,"POINT (-120.943072 41.71368177)"
"374",2016,"Mono County",6051,"CA",10.8,1520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%",NA,"10.6%","NA","17.0%","470","88%","13%",3.05,"$793,000.00","1",37.9391539251,-118.886797787,8365.83333333333,7914.16666666667,451.666666666667,0.054,138.97,1.52,1.53,13801,5552,307437430,35458,31,1997,71926,25,12040905,38.34709997,-119.3327269,"POINT (-119.3327269 38.34709997)"
"375",2016,"Monterey County",6053,"CA",9.5,40770,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","20.1%","22,930","77%","24%",3.22,"$22,439,000.00","1",36.2172938519,-121.23941124,218800,201983.333333333,16825,0.0776666666666667,138.97,1.52,1.7,439945,180603,11390505654,35443,32,63542,67401,29,485321782,36.32470669,-121.2968358,"POINT (-121.2968358 36.32470669)"
"376",2016,"Napa County",6055,"CA",8.6,12170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.8%",NA,"21.2%","NA","14.7%","4,540","67%","33%",4.18,"$8,691,000.00","1",38.5076030306,-122.330530356,72933.3333333333,69808.3333333333,3158.33333333333,0.0430833333333333,138.97,1.52,2.66,141569,65661,5988865914,46177,9,26456,88407,10,343475143,38.45938161,-122.3328556,"POINT (-122.3328556 38.45938161)"
"377",2016,"Nevada County",6057,"CA",13.1,12930,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.9%",NA,"36.1%","NA","18.6%","3,260","65%","36%",4.61,"$10,195,000.00","1",39.301273004,-120.768694433,48145.8333333333,45839.1666666667,2309.16666666667,0.048,138.97,1.52,3.09,98300,43243,2874633246,39776,22,19088,73196,23,123979885,39.29548859,-120.9008733,"POINT (-120.9008733 39.29548859)"
"378",2016,"Orange County",6059,"CA",9.6,301650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.2%",NA,"19.8%","NA","16.3%","117,350","65%","35%",3.36,"$173,334,000.00","1",33.703091525,-117.761211249,1597425,1532708.33333333,64725,0.0404166666666667,138.97,1.52,1.84,3179122,1442669,126217613087,41557,16,557447,89700,9,7134145730,33.66073433,-117.9361373,"POINT (-117.9361373 33.66073433)"
"379",2016,"Placer County",6061,"CA",11.3,41990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","51.7%",NA,"48.3%","NA","15.9%","13,550","49%","51%",3.58,"$25,660,000.00","1",39.063936061,-120.717238332,179650,171566.666666667,8075,0.0448333333333333,138.97,1.52,2.06,375805,172950,14891255987,53148,5,81941,99876,7,713439888,39.0316205,-120.8830665,"POINT (-120.8830665 39.0316205)"
"380",2016,"Plumas County",6063,"CA",16.1,3020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","22.6%","700","67%","33%",3.26,"$1,682,000.00","1",40.0047236595,-120.838727612,7850.83333333333,7085,765,0.0985,138.97,1.52,1.74,19535,7531,378378637,35751,29,3432,59833,40,11430009,40.00510655,-121.0077457,"POINT (-121.0077457 40.00510655)"
"381",2016,"Riverside County",6065,"CA",9.8,227020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.0%","116,550","72%","28%",2.99,"$116,123,000.00","1",33.74364051,-115.994021641,1051608.33333333,987183.333333333,64425,0.0613333333333333,138.97,1.52,1.47,2359588,925225,51372221750,34503,37,357340,67402,28,1708697016,33.7775741,-115.4706931,"POINT (-115.4706931 33.7775741)"
"382",2016,"Sacramento County",6067,"CA",15.6,230210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.3%",NA,"22.7%","NA","20.8%","75,010","71%","29%",3.12,"$122,589,000.00","1",38.4543841802,-121.338809393,693958.333333333,656366.666666667,37625,0.0543333333333333,138.97,1.52,1.6,1503536,644742,38856998418,39882,21,233085,77524,20,1510064039,38.1923781,-121.6020643,"POINT (-121.6020643 38.1923781)"
"383",2016,"San Benito County",6069,"CA",5.9,3450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","16.7%","2,630","68%","33%",4.22,"$2,490,000.00","1",36.6055494282,-121.074869757,30450,28383.3333333333,2033.33333333333,0.067,138.97,1.52,2.7,58010,26388,1780106687,41573,15,10546,84120,17,71616156,36.50024907,-121.0915105,"POINT (-121.0915105 36.50024907)"
"384",2016,"San Bernardino County",6071,"CA",10.4,218610,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.9%","114,520","73%","28%",2.95,"$110,212,000.00","1",34.8413712057,-116.178482683,930241.666666667,876383.333333333,53866.6666666667,0.0578333333333333,138.97,1.52,1.43,2143578,843925,44473548888,33108,41,300422,64846,33,1404993688,34.52258599,-115.5372574,"POINT (-115.5372574 34.52258599)"
"385",2016,"San Diego County",6073,"CA",11.7,379130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.6%",NA,"21.4%","NA","17.5%","127,280","67%","33%",3.36,"$217,429,000.00","1",33.03590414,-116.733115518,1563250,1489141.66666667,74116.6666666667,0.0474166666666667,138.97,1.52,1.84,3295816,1436098,108107815788,41013,18,545095,84192,16,5223726857,32.78964014,-117.1936577,"POINT (-117.1936577 32.78964014)"
"386",2016,"San Francisco County",6075,"CA",14.7,125120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.4%",NA,"40.6%","NA","14.7%","16,880","57%","43%",4.53,"$96,916,000.00","1",37.7545101587,-122.442201158,555333.333333333,536975,18341.6666666667,0.033,138.97,1.52,3.01,872463,456049,64318964554,60573,3,127596,114606,5,4850193442,37.7577,-122.4376,"POINT (-122.4376 37.7577)"
"387",2016,"San Joaquin County",6077,"CA",13.3,95290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.0%",NA,"9.0%","NA","21.5%","42,870","74%","26%",3.05,"$49,627,000.00","1",37.9347888756,-121.271031094,318300,292366.666666667,25941.6666666667,0.0814166666666667,138.97,1.52,1.53,738343,287275,15756907911,35699,30,109849,67498,27,557859821,37.933703,-121.3444014,"POINT (-121.3444014 37.933703)"
"388",2016,"San Luis Obispo County",6079,"CA",12.5,34750,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%",NA,"34.2%","NA","16.9%","8,590","64%","36%",3.5,"$20,760,000.00","1",35.3871699387,-120.404113779,139475,133450,6041.66666666667,0.0433333333333333,138.97,1.52,1.98,278080,124419,8525891541,42710,13,51753,82653,18,368949534,35.27435015,-120.6124974,"POINT (-120.6124974 35.27435015)"
"389",2016,"San Mateo County",6081,"CA",9.1,68490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.0%",NA,"40.0%","NA","13.2%","21,370","55%","45%",3.69,"$43,239,000.00","1",37.4222797899,-122.328717603,441791.666666667,428291.666666667,13500,0.0306666666666667,138.97,1.52,2.17,768507,381953,63586575974,60828,2,151853,134341,3,4918067291,37.43944139,-122.3344603,"POINT (-122.3344603 37.43944139)"
"390",2016,"Santa Barbara County",6083,"CA",10,43960,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.7%",NA,"5.3%","NA","17.4%","17,190","71%","29%",3.22,"$24,210,000.00","1",34.7247642306,-120.022280302,215250,204333.333333333,10925,0.05075,138.97,1.52,1.7,447309,190344,13868782439,38257,24,69886,75229,21,720932691,34.42119106,-119.6988197,"POINT (-119.6988197 34.42119106)"
"391",2016,"Santa Clara County",6085,"CA",9.9,186130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.8%",NA,"38.2%","NA","13.9%","60,420","54%","46%",3.67,"$116,617,000.00","1",37.2314656159,-121.694370762,1027916.66666667,989058.333333333,38875,0.0378333333333333,138.97,1.52,2.15,1932827,882463,123636184426,60540,4,361590,135249,2,8600526010,37.23423826,-121.7317226,"POINT (-121.7317226 37.23423826)"
"392",2016,"Santa Cruz County",6087,"CA",12,32500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%",NA,"26.2%","NA","18.4%","10,010","65%","35%",3.83,"$21,272,000.00","1",37.0562738337,-122.001503233,143775,133741.666666667,10025,0.0699166666666667,138.97,1.52,2.31,275754,127972,9878210950,40650,19,46587,87276,13,488660061,37.02159755,-121.9471295,"POINT (-121.9471295 37.02159755)"
"393",2016,"Shasta County",6089,"CA",16.8,30130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%",NA,"25.2%","NA","23.7%","9,210","78%","22%",3,"$15,458,000.00","1",40.7638035968,-122.040258069,74216.6666666667,69016.6666666667,5191.66666666667,0.07,138.97,1.52,1.48,177631,73921,3991800212,34681,34,32195,62207,37,130976434,40.53502155,-122.5021643,"POINT (-122.5021643 40.53502155)"
"394",2016,"Sierra County",6091,"CA",13.6,400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.5%",NA,"43.5%","NA","19.6%","80","62%","38%",3.38,"$231,000.00","1",39.5802326921,-120.5158689,1335,1232.5,101.666666666667,0.0763333333333333,138.97,1.52,1.86,3141,1079,58314069,36886,26,514,59267,41,2110053,39.56316056,-120.7739513,"POINT (-120.7739513 39.56316056)"
"395",2016,"Siskiyou County",6093,"CA",18.4,8050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.8%",NA,"17.2%","NA","26.2%","2,320","86%","15%",3.34,"$4,599,000.00","1",41.5927766918,-122.540597429,17896.6666666667,16370.8333333333,1526.66666666667,0.0855833333333333,138.97,1.52,1.82,44373,17536,775407713,30875,53,7743,52314,52,21783205,41.40245364,-123.1750119,"POINT (-123.1750119 41.40245364)"
"396",2016,"Solano County",6095,"CA",13.7,59020,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.5%",NA,"32.5%","NA","18.5%","18,270","63%","37%",3.12,"$31,508,000.00","1",38.2809617098,-121.925388545,207283.333333333,195816.666666667,11433.3333333333,0.0550833333333333,138.97,1.52,1.6,433412,193014,12608271566,44414,10,72469,86036,15,456164396,38.17681839,-122.0352986,"POINT (-122.0352986 38.17681839)"
"397",2016,"Sonoma County",6097,"CA",10.7,53360,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.7%",NA,"26.3%","NA","16.1%","16,570","67%","33%",3.73,"$34,011,000.00","1",38.5285599879,-122.887483333,259233.333333333,248883.333333333,10350,0.04,138.97,1.52,2.21,503152,235003,17623702168,44236,11,89651,86927,14,850849502,38.49367199,-122.9302632,"POINT (-122.9302632 38.49367199)"
"398",2016,"Stanislaus County",6099,"CA",12.3,65380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.7%",NA,"2.3%","NA","21.9%","31,950","76%","24%",3.09,"$34,508,000.00","1",37.5596231173,-120.997728951,242750,221766.666666667,20983.3333333333,0.0863333333333333,138.97,1.52,1.57,543592,214893,11657575522,34573,36,85206,63368,36,396022387,37.50148783,-121.2164803,"POINT (-121.2164803 37.50148783)"
"399",2016,"Sutter County",6101,"CA",15,14350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.5%",NA,"12.5%","NA","23.5%","5,910","80%","20%",2.75,"$6,739,000.00","1",39.0347176537,-121.694837777,44983.3333333333,40625,4375,0.0974166666666667,138.97,1.52,1.23,98208,37969,2004487972,33599,39,16832,55442,47,64707496,39.01131111,-121.7233341,"POINT (-121.7233341 39.01131111)"
"400",2016,"Tehama County",6103,"CA",15.1,9500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.0%",NA,"10.0%","NA","24.7%","3,740","83%","17%",3.18,"$5,154,000.00","1",40.1257489332,-122.234030581,25072.5,23281.6666666667,1790.83333333333,0.0715833333333333,138.97,1.52,1.66,64158,20446,975610473,30986,49,8719,52743,50,32640612,40.25506437,-122.2937715,"POINT (-122.2937715 40.25506437)"
"401",2016,"Trinity County",6105,"CA",17.6,2320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","80.8%",NA,"19.2%","NA","24.5%","560","78%","22%",3.17,"$1,256,000.00","1",40.6506363021,-123.112687957,4993.33333333333,4640,355.833333333333,0.07125,138.97,1.52,1.65,13492,4216,203703189,30922,52,1845,51276,56,7326380,40.84092907,-122.972844,"POINT (-122.972844 40.84092907)"
"402",2016,"Tulare County",6107,"CA",13,59070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","26.7%","38,370","81%","19%",2.93,"$29,610,000.00","1",36.2204314354,-118.800475359,203316.666666667,180508.333333333,22791.6666666667,0.112166666666667,138.97,1.52,1.41,467960,167913,7467247070,28878,57,62104,51389,55,222388413,36.28254312,-118.2652098,"POINT (-118.2652098 36.28254312)"
"403",2016,"Tuolumne County",6109,"CA",14.7,7900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.1%",NA,"33.9%","NA","20.3%","1,820","70%","30%",4.22,"$5,693,000.00","1",38.0277827472,-119.954608354,21567.5,20220,1346.66666666667,0.0623333333333333,138.97,1.52,2.7,54291,22376,1264881075,36327,27,9727,64224,35,44892888,37.96385957,-119.8920735,"POINT (-119.8920735 37.96385957)"
"404",2016,"Ventura County",6111,"CA",7.9,66450,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.4%",NA,"12.6%","NA","16.1%","32,890","63%","37%",3.37,"$38,295,000.00","1",34.4716370318,-119.078252096,425333.333333333,403083.333333333,22266.6666666667,0.0523333333333333,138.97,1.52,1.85,853673,386664,30362584121,41312,17,153353,87552,12,1499987200,34.27709072,-119.2178496,"POINT (-119.2178496 34.27709072)"
"405",2016,"Yolo County",6113,"CA",13.9,29080,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.7%",NA,"21.3%","NA","18.1%","8,210","68%","32%",3.3,"$16,407,000.00","1",38.6870109765,-121.901509517,106083.333333333,99800,6266.66666666667,0.0590833333333333,138.97,1.52,1.78,216726,85748,6212289956,41790,14,33767,88136,11,274895179,38.68382688,-121.9127421,"POINT (-121.9127421 38.68382688)"
"406",2016,"Yuba County",6115,"CA",16.1,11910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.2%",NA,"13.8%","NA","24.6%","5,070","79%","21%",2.9,"$5,911,000.00","1",39.269286796,-121.35122881,28150,25716.6666666667,2450,0.0864166666666667,138.97,1.52,1.38,76138,26106,1214064980,32937,42,10810,57241,45,29958109,39.27129476,-121.3793557,"POINT (-121.3793557 39.27129476)"
